Sexo,Edad,Estudios,Comunidad,Aportan_vs_Reciben,Quitan_Trabajo,Matrimonio_Hijo,Valoracion_General,Tramo_edad
Mujer,79.0,Educación primaria,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,54.0,FP de grado medio,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,89.0,Educación primaria,Cataluña,Más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Negativa,Jubilados
Mujer,71.0,Educación secundaria,Cataluña,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,32.0,Bachillerato,Cataluña,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,34.0,Diplomatura,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,70.0,Diplomatura,Cataluña,Tanto como aportan,Muy en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Mujer,44.0,Máster oficial universitario,Cataluña,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,25.0,Educación secundaria,Cataluña,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Jóvenes
Hombre,41.0,FP de grado superior,Cataluña,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Adultos
Mujer,18.0,Bachillerato,Cataluña,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,
Hombre,51.0,Estudios de licenciatura,Cataluña,Más de lo que aportan,N.S.,Rechazaría,Negativa,Adultos Mayores
Hombre,58.0,Educación primaria,Aragón,Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Negativa,Adultos Mayores
Mujer,73.0,,Aragón,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Muy negativa,Jubilados
Hombre,46.0,Estudios de licenciatura,Aragón,Más de lo que aportan,Muy de acuerdo,N.S.,Muy negativa,Adultos
Mujer,64.0,Educación secundaria,Aragón,Más de lo que aportan,Muy de acuerdo,Rechazaría,Negativa,Adultos Mayores
Hombre,34.0,Educación secundaria,Aragón,Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Adultos
Hombre,37.0,Educación secundaria,Aragón,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,49.0,FP de grado superior,Extremadura,N.S.,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,66.0,Educación primaria,Extremadura,N.S.,Más bien de acuerdo,Acepta/ría,Positiva,Jubilados
Hombre,21.0,Bachillerato,Extremadura,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,37.0,Educación secundaria,Extremadura,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos
Mujer,55.0,Educación primaria,Extremadura,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,29.0,Educación primaria,Extremadura,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jóvenes
Hombre,50.0,Educación secundaria,Extremadura,Mucho más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Adultos
Mujer,32.0,Máster oficial universitario,Comunitat Valenciana,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Negativa,Adultos
Mujer,55.0,Educación primaria,Comunitat Valenciana,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,66.0,Diplomatura,Comunitat Valenciana,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,57.0,Diplomatura,Comunitat Valenciana,Mucho más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,23.0,FP de grado superior,Comunitat Valenciana,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,69.0,FP de grado medio,Comunitat Valenciana,N.S.,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,34.0,FP de grado superior,Comunitat Valenciana,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,57.0,FP de grado medio,Comunitat Valenciana,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,26.0,FP de grado medio,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jóvenes
Mujer,81.0,,Cataluña,N.S.,N.S.,Acepta/ría,Positiva,Jubilados
Mujer,59.0,Bachillerato,Cataluña,Mucho más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Positiva,Adultos Mayores
Hombre,65.0,Diplomatura,Cataluña,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,50.0,FP de grado medio,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,24.0,FP grado inicial,Cataluña,Más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Jóvenes
Mujer,35.0,Máster oficial universitario,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,67.0,Educación primaria,Andalucía,Tanto como aportan,Muy de acuerdo,(NO LEER) Depende,Positiva,Jubilados
Mujer,22.0,FP de grado superior,Andalucía,Tanto como aportan,Más bien de acuerdo,(NO LEER) Depende,Muy positiva,Jóvenes
Mujer,41.0,Diplomatura,Andalucía,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,52.0,FP grado inicial,Andalucía,Más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Positiva,Adultos Mayores
Hombre,62.0,Educación primaria,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,44.0,FP de grado medio,Andalucía,Mucho más de lo que aportan,Más bien en desacuerdo,(NO LEER) Depende,Negativa,Adultos
Hombre,88.0,,Andalucía,Más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Jubilados
Mujer,55.0,Menos de 5 años de escolarización,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Adultos Mayores
Hombre,20.0,FP de grado medio,Andalucía,Menos de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,52.0,Educación secundaria,Andalucía,N.S.,N.S.,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,88.0,,Andalucía,N.S.,N.S.,Acepta/ría,N.S.,Jubilados
Mujer,23.0,FP de grado superior,Andalucía,Tanto como aportan,Muy de acuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,44.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Adultos
Hombre,51.0,Arquitectura o ingeniería superiores,Madrid (Comunidad de),Más de lo que aportan,Muy en desacuerdo,Trataría de evitarla,Positiva,Adultos Mayores
Mujer,31.0,Estudios de licenciatura,Madrid (Comunidad de),Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,53.0,Diplomatura,Madrid (Comunidad de),Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,44.0,Bachillerato,Madrid (Comunidad de),N.S.,N.S.,Acepta/ría,Positiva,Adultos
Mujer,73.0,,Madrid (Comunidad de),Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,49.0,FP de grado superior,Madrid (Comunidad de),Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,81.0,Diplomatura,Madrid (Comunidad de),Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Negativa,Jubilados
Hombre,40.0,FP de grado medio,Madrid (Comunidad de),Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,28.0,Estudios de grado,Madrid (Comunidad de),Mucho menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,34.0,Educación secundaria,Madrid (Comunidad de),Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,61.0,Educación primaria,Cataluña,Más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,45.0,FP de grado superior,Cataluña,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,38.0,Bachillerato,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,19.0,Bachillerato,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,77.0,Educación primaria,Cataluña,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,N.S.,Jubilados
Hombre,51.0,Bachillerato,Cataluña,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,40.0,Diplomatura,Cataluña,Mucho más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,64.0,Bachillerato,Cataluña,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Mujer,51.0,Bachillerato,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,65.0,Educación secundaria,Cataluña,N.S.,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,38.0,Bachillerato,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,78.0,Educación primaria,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,29.0,FP de grado medio,Cataluña,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Jóvenes
Mujer,44.0,FP de grado superior,Cataluña,Tanto como aportan,Más bien de acuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,70.0,Educación primaria,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Jubilados
Mujer,55.0,FP de grado medio,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,84.0,Educación primaria,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,51.0,Educación secundaria,Andalucía,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos Mayores
Mujer,32.0,FP grado inicial,Andalucía,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,41.0,Diplomatura,Andalucía,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,61.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,N.S.,Adultos Mayores
Mujer,51.0,Educación secundaria,Andalucía,N.S.,Muy de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,73.0,Educación primaria,Andalucía,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Jubilados
Mujer,43.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,89.0,Educación primaria,Andalucía,N.S.,N.S.,N.S.,N.S.,Jubilados
Hombre,64.0,Educación primaria,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,23.0,Educación primaria,Andalucía,N.S.,N.S.,Acepta/ría,N.S.,Jóvenes
Hombre,25.0,Bachillerato,Galicia,Más de lo que aportan,Más bien en desacuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Jóvenes
Mujer,52.0,Educación primaria,Galicia,Tanto como aportan,Más bien de acuerdo,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,63.0,Educación primaria,Galicia,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Hombre,66.0,Educación primaria,Galicia,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Positiva,Jubilados
Mujer,21.0,Bachillerato,Galicia,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,22.0,FP de grado superior,Galicia,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,47.0,Estudios de licenciatura,Cataluña,N.S.,Más bien de acuerdo,Rechazaría,Positiva,Adultos
Mujer,67.0,Estudios de licenciatura,Cataluña,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,36.0,FP de grado superior,Cataluña,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,20.0,Bachillerato,Cataluña,N.C.,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,56.0,FP de grado superior,Cataluña,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos Mayores
Mujer,49.0,FP de grado superior,Cataluña,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy negativa,Adultos
Hombre,48.0,Educación secundaria,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Muy negativa,Adultos
Hombre,55.0,FP de grado medio,Comunitat Valenciana,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,30.0,Bachillerato,Comunitat Valenciana,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,66.0,Educación secundaria,Comunitat Valenciana,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,20.0,FP de grado medio,Comunitat Valenciana,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Jóvenes
Hombre,39.0,FP de grado superior,Comunitat Valenciana,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,39.0,FP de grado superior,Galicia,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,40.0,FP de grado superior,Galicia,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Hombre,49.0,Educación secundaria,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos
Hombre,55.0,Educación primaria,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,65.0,Educación primaria,Andalucía,N.S.,Muy de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,37.0,Educación secundaria,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,35.0,FP grado inicial,Andalucía,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,34.0,Educación secundaria,Andalucía,Más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Muy negativa,Adultos
Mujer,90.0,Menos de 5 años de escolarización,Extremadura,Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Negativa,Jubilados
Hombre,53.0,Arquitectura o ingeniería técnicas,Extremadura,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,64.0,FP de grado medio,Extremadura,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,36.0,Diplomatura,Extremadura,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos
Mujer,24.0,Estudios de grado,Extremadura,Más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Jóvenes
Hombre,25.0,FP de grado superior,Extremadura,Más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Jóvenes
Hombre,66.0,Menos de 5 años de escolarización,Extremadura,Tanto como aportan,Muy de acuerdo,Acepta/ría,Negativa,Jubilados
Mujer,54.0,Menos de 5 años de escolarización,Extremadura,Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Muy negativa,Adultos Mayores
Mujer,36.0,FP de grado superior,Extremadura,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Muy negativa,Adultos
Hombre,65.0,Educación primaria,Extremadura,Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Negativa,Adultos Mayores
Mujer,78.0,Menos de 5 años de escolarización,Extremadura,Más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,54.0,Educación primaria,Extremadura,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,39.0,Educación secundaria,Extremadura,Mucho más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Adultos
Hombre,58.0,Educación secundaria,Extremadura,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Hombre,25.0,FP de grado medio,Extremadura,Más de lo que aportan,Muy de acuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,39.0,Educación primaria,Andalucía,Mucho más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,19.0,FP de grado medio,Andalucía,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,49.0,Educación primaria,Andalucía,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos
Hombre,60.0,Educación primaria,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,27.0,Diplomatura,Andalucía,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,67.0,Educación secundaria,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,67.0,,Andalucía,N.S.,Más bien en desacuerdo,Acepta/ría,Negativa,Jubilados
Mujer,56.0,Educación primaria,Andalucía,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,52.0,Educación secundaria,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,45.0,Educación secundaria,Castilla-La Mancha,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Negativa,Adultos
Mujer,27.0,Educación secundaria,Castilla-La Mancha,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Jóvenes
Hombre,54.0,Educación primaria,Castilla-La Mancha,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,59.0,Educación primaria,Castilla-La Mancha,Menos de lo que aportan,N.S.,Trataría de evitarla,Negativa,Adultos Mayores
Mujer,60.0,Educación primaria,Castilla-La Mancha,N.S.,N.S.,N.S.,N.S.,Adultos Mayores
Hombre,72.0,Educación primaria,Castilla-La Mancha,N.S.,Muy de acuerdo,N.S.,Negativa,Jubilados
Mujer,41.0,FP de grado superior,Castilla-La Mancha,Menos de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Adultos
Mujer,47.0,Estudios de licenciatura,Galicia,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,50.0,Bachillerato,Galicia,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Hombre,82.0,Educación primaria,Galicia,N.S.,Más bien de acuerdo,Acepta/ría,Negativa,Jubilados
Mujer,34.0,Estudios de licenciatura,Galicia,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,40.0,Educación secundaria,Galicia,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,N.S.,Adultos
Hombre,62.0,Educación primaria,Galicia,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,51.0,Educación secundaria,Andalucía,Menos de lo que aportan,Más bien en desacuerdo,Rechazaría,Positiva,Adultos Mayores
Mujer,52.0,FP de grado superior,Andalucía,Mucho más de lo que aportan,Muy en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,43.0,FP de grado medio,Andalucía,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,62.0,Educación primaria,Andalucía,N.C.,Muy de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,40.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,72.0,,Andalucía,N.S.,Más bien de acuerdo,Trataría de evitarla,N.S.,Jubilados
Mujer,30.0,Estudios de licenciatura,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,59.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Más bien en desacuerdo,Trataría de evitarla,Positiva,Adultos Mayores
